"","E003","E004","E005","E006","E007","E011","E012","E013","E016","E024","E050","E053","E054","E058","E065","E066","E070","E071","E079","E084","E085","E094","E095","E096","E097","E098","E100","E104","E105","E106","E109","E112","E113"
"ENSG00000042813",0,0,0,0,0,0,0,0,0,0.005,0.074,0,0,0.003,0,0.02,0,0,0.003,0.037,0.026,0.004,0,0.003,0.251,0.02,0,0.011,0,0,0.008,0.038,0
"ENSG00000042832",0.002,0.002,0.19,0.459,0.004,0.013,0.013,0.018,0.011,0.002,0.076,0.011,0.02,0.006,0,0.067,0.06,0.577,0.277,0.122,0.101,0.17,0.058,0.123,0.053,0.197,0.09,0.19,0.058,0.295,0.155,0.681,0.13
"ENSG00000042980",0.381,0.061,1.64,0.172,0.043,0.448,0.056,0.065,0.096,0.209,38.758,0.032,0.085,0.003,3.563,0.267,0.878,1.485,0.695,4.189,5.382,18.342,0.14,1.979,0.354,1.475,0.027,0.136,0.21,2.978,0.399,5.131,14.032
"ENSG00000043039",0.002,0.012,3.473,0,0,0.026,0.026,0.038,0.01,0,0.001,0,0.008,1.938,1.404,0,0,0.332,37.966,1.304,2.332,1.087,0.015,0.289,0.034,4.346,0.002,0,0,5.508,11.161,1.748,0.057
"ENSG00000043093",10.92,14.68,6.819,7.598,11.498,9.774,9.342,8.622,12.443,6.195,11.959,4.11,4.978,5.999,11.871,9.863,3.112,6.004,7.697,11.553,11.584,8.065,5.853,6.572,5.027,3.717,17.442,5.47,5.609,5.233,5.871,9.698,6.96
"ENSG00000043143",6.393,17.476,1.2,7.541,0.585,1.232,0.997,3.12,9.974,11.496,15.629,1.236,0.838,11.194,4.309,2.044,0.349,9.387,9.566,9.572,12.033,10.445,6.325,7.455,13.325,9.809,3.526,9.436,3.959,12.695,12.048,8.385,20.059
"ENSG00000043355",112.137,183.274,0.04,0,110.662,103.768,171.764,11.609,96.101,98.593,0,17.028,0.019,0.005,0,0.057,1.195,9.098,0.03,0.144,0,0,0,0.018,0.029,0.016,0.005,0,0,0.026,0.039,0.277,0.013
"ENSG00000043462",0.09,0.029,0.03,0.015,0.008,0.02,0.012,1.65,0.063,0.027,39.431,0.012,0.011,0.001,6.702,8.222,0.353,2.415,1.569,2.755,2.491,6.863,0.783,6.243,0.887,1.286,0.376,1.065,1.088,5.497,2.116,42.5,13.969
"ENSG00000043514",12.678,16.051,7.061,5.254,19.035,11.87,18.466,8.351,15.991,10.622,13.345,3.043,5.601,10.707,9.592,5.826,8.053,5.623,13.708,9.806,9.389,9.292,7.347,10.526,8.876,14.883,11.305,12.056,9.387,7.229,7.728,17.662,11.006
"ENSG00000043591",0.186,0.099,0.126,0.138,0.038,0.036,0.015,0.155,0.011,0.043,0.138,1.329,0.748,0.063,0,2.213,1.407,7.914,0.356,0.469,0.741,0.812,14.858,9.264,0.015,0.823,0.096,37.232,13.174,0.496,0.871,0.721,1.107
"ENSG00000044012",0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,65.259,9.185,0,0,0.082,36.253,315.409,12.606,0.027,0,0.018,0.527,0.034,0,0,118.099,8.794,0.607,0
"ENSG00000044090",5.463,5.076,17.841,16.495,16.513,24.298,20.416,30.763,9.358,7.492,13.825,12.375,12.718,7.377,4.305,4.651,11.779,6.015,9.282,26.983,28.014,10.179,5.376,12.076,17.103,43.587,9.691,5.353,5.766,6.67,7.47,6.438,10.838
"ENSG00000044115",47.115,58.646,68.08,51.389,40.108,73.489,62.873,81.284,70.803,70.33,31.416,112.179,87.99,68.368,49.339,26.134,53.092,39.861,72.223,69.971,72.382,58.523,84.231,46.59,55.803,24.42,20.95,59.08,80.228,58.104,58.612,24.457,25.504
"ENSG00000044446",6.082,3.409,4.465,2.338,4.906,4.623,6.176,3.849,5.208,8.586,12.887,3.67,4.907,6.252,1.407,13.136,5.973,5.159,5.845,15.346,12.875,4.199,6.431,5.836,10.854,20.542,2.445,9.385,8.602,4.997,5.864,11.119,8.645
"ENSG00000044459",4.346,4.54,1.501,2.601,2.535,4.273,2.832,4.033,5.309,3.423,6.097,3.174,2.803,1.407,1.935,5.238,5.295,5.358,1.509,1.562,1.37,1.171,1.004,1.31,5.072,1.059,0.569,1.013,1.043,0.945,1.232,1.384,1.327
"ENSG00000044524",0.138,0.114,0.013,0.065,0.521,16.829,0.816,2.825,3.686,1.759,0,1.175,22.183,0.006,1.573,2.065,20.156,0.788,4.538,1.74,1.737,0.503,1.076,0.207,2.396,0.411,0.464,2.699,1.558,1.301,0.84,0.724,0.429
"ENSG00000044574",438.702,303.351,552.99,334.67,73.056,208.62,135.635,433.841,229.664,261.919,1153.98,117.578,93.324,693.009,132.221,154.019,41.311,97.724,95.662,203.764,209.936,151.617,705.271,149.947,127.499,86.714,78.481,275.272,931.175,182.473,218.785,116.62,77.955
"ENSG00000046604",175.204,105.393,71.083,58.06,27.986,33.789,37.077,91.206,93.847,122.971,33.831,0.569,0.382,106.618,4.84,10.203,1.388,0.276,6.559,69.776,76.979,27.717,18.009,16.272,18.118,13.635,0.801,28.593,10.119,89.885,78.048,32.132,0.111
"ENSG00000046647",6.902,4.401,3.854,4.452,8.55,7.521,7.491,6.671,7.938,9.234,13.265,5.108,6.761,4.294,7.468,6.933,10.247,10.122,7.535,6.708,6.164,9.199,5.799,13.256,12.355,13.559,4.086,5.397,7.885,5.327,5.532,9.845,10.705
"ENSG00000046651",9.337,9.987,15.861,3.729,9.695,8.572,10.43,6.998,8.355,9.86,29.752,5.035,6.873,4.72,3.706,4.335,7.288,22.322,12.997,15.869,14.702,15.502,4.48,21.887,13.843,26.567,4.723,6.029,7.246,8.968,7.269,36.061,21.363
"ENSG00000046653",71.573,25.429,1.054,0.18,27.749,35.82,21.979,12.368,31.425,68.155,1.58,284.305,317.358,0.431,6.04,1.038,124.036,409.055,3.956,5.257,2.433,1.166,2.09,5.207,1.945,0.545,1.639,7.607,3.468,2.182,2.874,1.478,6.357
"ENSG00000046774",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0,0,0,0,0,0,0.013,0
"ENSG00000046889",8.557,4.945,0.017,0.159,7.543,6.55,7.152,1.913,10.179,6.429,3.175,1.634,0.429,0.005,0.878,1.015,0.752,9.047,1.913,1.564,1.347,1.921,2.147,3.396,1.592,1.356,0.865,2.22,2.74,0.627,1.585,1.069,0.957
"ENSG00000047056",3.358,4.064,6.319,10.562,5.859,7.341,7.557,7.751,5.141,4.566,8.996,6.761,7.599,6.727,3.969,3.308,6.668,5.45,6.348,7.366,7.883,7.063,10.505,7.361,6.484,7.489,7.206,8.87,9.025,8.127,6.99,12.971,14.798
"ENSG00000047188",4.751,6.447,3.068,3.967,4.301,5.866,6.122,5.675,6.84,5.901,9.567,4.224,4.654,9.374,4.321,4.017,4.665,3.262,5.363,10.477,9.056,3.415,4.089,7.284,5.784,5.737,2.857,3.996,4.721,4.932,5.166,10.652,8.843
"ENSG00000047230",8.827,11.229,5.908,4.375,14.689,12.972,16.661,10.119,14.582,30.574,13.617,8.167,8.813,5.329,5.552,4.551,12.018,3.906,5.124,15.345,16.484,6.787,2.068,5.268,9.052,6.89,1.257,3.048,3.098,5.256,7.561,5.756,3.877
"ENSG00000047249",4.816,7.036,9.151,10.945,6.08,10.668,8.907,15.695,11.947,6.822,11.051,8.457,8.646,14.807,12.136,7.712,7.957,29.549,9.168,8.137,8.175,14.824,10.301,12.356,11.285,5.699,14.682,13.493,9.446,9.777,9.011,11.834,11.121
"ENSG00000047315",29.237,43.898,30.958,28.84,38.285,49.088,46.318,42.094,43.42,32.204,34.487,26.529,28.999,32.809,15.955,12.393,28.918,11.678,15.626,29.182,27.358,23.322,25.316,14.682,22.507,15.394,57.189,23.962,21.095,20.662,24.584,32.583,23.805
"ENSG00000047346",3.091,1.728,28.448,7.053,5.96,6.122,7.139,7.441,2.674,2.21,22.152,10.347,13.794,2.774,10.632,17.43,22.078,7.403,31.845,11.319,12.139,12.88,8.533,22.082,15.383,24.442,61.591,16.956,13.136,10.201,6.258,35.412,25.533
"ENSG00000047365",0.279,0.997,2.321,0.128,0.352,0.307,0.209,0.221,0.341,0.258,13.609,12.392,11.396,5.666,2.411,2.025,3.12,14.661,3.056,5.827,5.458,2.719,0.174,5.087,0.595,1.678,0.14,0.503,0.183,4.335,2.755,15.219,6.231
"ENSG00000047410",28.977,29.131,40.445,18.288,26.477,34.034,45.345,40.308,38.007,33.221,47.124,30.328,32.017,31.894,10.456,8.778,21.581,20.744,16.414,29.607,29.263,10.72,13.496,13.055,22.892,13.571,16.617,12.382,12.353,16.37,15.239,19.063,14.12
"ENSG00000047457",0.634,0.587,0.513,0.021,0.236,0.144,0.211,0.072,0.749,0.33,9.794,0.125,0.137,0,7.834,897.174,0.174,16.049,1.885,1.783,1.975,5.088,0.867,5.97,0.149,1.402,0.14,3.863,2.485,3.037,5.829,1.312,7.77
"ENSG00000047578",3.339,2.403,4.11,4.665,5.718,7.039,9.457,5.843,4.502,4.817,6.753,8.502,8.802,5.145,1.057,0.867,6.987,3.578,9.789,5.598,6.716,4.597,4.905,7.086,5.149,16.438,3.833,3.728,3.907,8.994,5.761,5.534,5.151
"ENSG00000047579",2.858,4.57,4.919,8.849,6.97,5.115,5.817,4.891,5.187,3.068,13.2,3.197,3.748,4.918,19.916,4.703,4.193,15.307,4.67,6,6.524,9.659,5.597,5.158,6.164,4.251,7.127,7.535,6.755,9.562,8.803,12.625,14.476
"ENSG00000047597",0.785,0.898,0.053,0.01,0.493,0.424,0.755,0.17,0.988,1.737,4.598,0.025,0.005,0.237,4.373,0.253,0.263,1.527,1.197,8.264,6.795,3.559,3.633,1.389,0.514,2.129,3.797,3.741,2.161,8.791,9.399,0.559,0.451
"ENSG00000047617",0.622,0.587,0.255,0.288,0.365,1.068,1.19,0.416,1.046,1.22,0.04,0.014,0.004,0.014,0.008,0.03,0.601,0.571,0.705,0.662,0.092,0.459,1.731,3.282,1.143,1.153,0.402,2.785,2.224,0.318,2.205,0.382,1.23
"ENSG00000047621",3.138,4.867,5.088,6.747,3.599,4.638,5.939,5.075,5.513,3.154,6.777,5.763,6.094,7.654,6.12,2.816,3.612,6.139,4.874,6.217,5.64,5.646,5.314,4.616,4.031,4.226,9.343,3.442,5.154,5.018,5.13,8.424,7.276
"ENSG00000047634",1.935,1.714,2.399,9.342,7.691,7.461,3.994,5.011,2.298,1.188,1.352,2.078,2.925,7.113,3.575,11.23,7.357,2.547,6.487,6.251,6.872,2.814,4.654,19.616,12.413,8.921,7.1,4.803,8.223,5.162,6.508,49.794,9.212
"ENSG00000047644",12.466,19.335,27.162,13.634,15.921,14.58,13.337,15.579,13.228,19.854,8.013,17.56,17.019,9.413,16.701,2.274,7.883,11.183,11.833,4.721,3.538,13.457,20.43,36.286,23.833,9.341,3.622,16.323,17.907,8.385,6.659,9.497,14.295
"ENSG00000047648",0.194,0.162,0.418,5.634,0.924,0.93,0.649,3.465,0.465,0.145,1.339,0.606,0.619,0.002,3.601,0.299,0.85,1.761,4.172,1.82,1.235,2.564,1,4.646,11.576,0.663,1.815,1.328,1.958,1.085,1.624,1.254,2.088
"ENSG00000047662",0.255,0.161,0.054,0.005,0.017,0.276,0.036,0.013,0.154,0.301,5.889,9.708,3.223,0.023,0,0.008,0.842,4.415,0.172,7.468,6.756,0.053,0.021,0.197,0.253,0.088,0.488,0.064,0.061,0.246,0.039,0.179,0.074
"ENSG00000047849",27.902,44.572,40.145,53.479,21.596,33.272,26.629,44.041,27.507,33.605,17.222,66.714,57.625,60.333,81.287,5.438,43.506,151.636,35.581,21.052,17.378,48.786,79.751,23.135,31.821,26.143,92.6,96.128,57.533,24.112,24.081,15.361,18.715
"ENSG00000047932",8.6,11.295,30.517,13.88,14.831,15.422,14.864,19.295,11.826,7.458,27.833,8.938,13.277,15.381,15.186,9.88,14.069,19.138,14.928,25.083,28.422,14.397,13.752,18.165,18.706,15.466,12.449,17.057,14.97,13.878,11.915,32.433,19.886
"ENSG00000047936",0,0,0.015,0.015,0,0,0.001,0,0,0,0,0,0,0.091,0.005,0,0.007,0.055,0,0.999,3.147,0.049,0.008,21.656,0,0.007,0.026,0.015,0,0.06,0.01,0.071,0.001
"ENSG00000048028",35.835,21.97,10.709,6.24,11.085,16.788,7.042,14.163,30.497,35.084,5.934,8.47,7.527,14.208,5.848,3.426,18.648,5.288,5.303,12.046,10.056,6.978,35.729,3.763,7.445,3.652,84.852,29.586,25.695,5.876,6.078,6.049,5.667
"ENSG00000048052",1.823,0.666,0.14,1.054,5.782,2.994,3.709,3.113,2.543,1.645,2.074,6.675,6.142,2.371,4.268,0.907,9.628,1.91,0.684,1.413,0.516,0.705,1.519,0.802,0.485,1.036,0.843,1.915,1.278,1.946,0.933,1.513,4.979
"ENSG00000048140",12.733,10.928,6.47,13.911,10.083,14.627,10.27,11.239,14.049,13.114,8.395,13.207,13.334,14.544,6.309,4.776,5.727,10.278,9.947,8.227,6.646,15.831,16.532,12.184,6.99,19.965,17.78,7.938,12.473,14.764,16.198,13.26,19.327
"ENSG00000048162",19.059,34.908,8.543,5.514,4.256,4.923,5.811,4.464,19.194,15.072,13.855,6.376,6.251,24.84,5.486,13.315,4.343,5.797,15.526,12.111,10.276,18.627,21.936,18.673,4.936,8.354,30.094,11.166,29.143,15.569,16.72,11.345,16.67
"ENSG00000048342",2.584,3.462,1.459,8.15,4.658,4.904,6.245,5.307,4.917,4.058,0.319,6.725,8.214,5.337,10.711,0.744,5.673,3.727,4.218,3.45,3.25,4.123,1.006,3.959,3.978,1.589,0.536,2.804,1.096,1.144,1.771,0.94,0.991
"ENSG00000048392",19.295,10.148,15.16,18.429,18.963,14.96,10.912,30.226,25.184,11.368,13.164,11.134,9.615,8.833,23.62,5.524,1.961,6.498,5.004,10.687,11.832,10.666,8.957,13.421,9.953,4.801,30.488,9.256,6.583,7.911,6.629,13.075,11.88
"ENSG00000048405",2.308,2.546,5.767,6.558,4.951,3.528,3.733,6.291,2.525,1.601,24.074,6.736,6.505,8.995,3.256,5.368,3.103,2.563,5.686,9.225,9.909,3.811,3.231,5.731,5.797,4.494,4.783,3.911,2.912,4.992,4.295,11.078,8.355
"ENSG00000048462",0.005,0,0.01,0.023,0,0,0,0,0,0,0.074,0,0,0.015,0,0.335,0.725,0,0.079,0,0.023,1.039,0.036,0.255,0.154,0.1,0.039,0.041,0.021,2.331,1.226,2.59,8.061
"ENSG00000048471",1.448,1.659,2.689,4.165,3.109,4.867,4.247,4.803,2.551,2.312,7.973,6.463,7.544,11.751,3.439,1.557,8.495,6.084,8.827,2.443,2.008,5.264,3.022,4.824,8.986,4.056,4.776,2.537,2.384,8.532,3.228,10.988,7.306
"ENSG00000048540",2.792,0.142,0.001,0.007,8.358,2.36,5.057,0.567,1.249,0.55,0.018,0.048,3.191,0.001,2.603,0.063,16.859,21.699,9.077,0.334,0.058,0.163,0.098,38.258,0.288,5.792,0.317,1.332,0.193,1.027,0.045,19.149,0.133
"ENSG00000048545",2.531,0.704,1.052,0.082,1.928,0.726,2.071,0.633,4.182,6.341,0.012,0.044,0.222,0.119,0,0,2.114,1.537,0.038,0.217,0.159,0.11,0.004,0.045,0.042,0.011,0,0.01,0.01,0.12,0.455,0.345,0
"ENSG00000048649",11.859,9.015,7.574,9.612,15.856,12.089,14.447,10.923,10.973,10.851,7.567,11.425,15.102,5.137,6.963,5.922,13.175,34.948,4.368,7.604,6.969,4.348,4.28,4.288,8.302,3.707,3.317,4.946,3.552,4.23,3.817,6.282,4.502
"ENSG00000048707",2.845,2.357,3.73,2.239,1.817,3.141,3.619,4.478,3.64,6.152,9.012,9.195,9.208,9.938,4.909,2.412,6.412,4.917,11.659,5.877,6.002,4.209,17.181,8.329,7.904,10.123,12.095,9.365,10.409,10.228,8.02,5.65,6.159
"ENSG00000048740",6.676,5.82,2.759,4.859,23.983,10.681,10.66,4.455,7.113,10.628,83.643,28.165,24.003,6.905,13.271,2.235,46.093,36.729,10.967,6.689,3.623,7.213,17.517,14.813,34.011,1.418,8.011,16.489,14.816,15.25,8.539,42.348,17.091
"ENSG00000048828",20.64,31.034,41.871,52.415,16.859,13.14,12.516,17.301,17.667,20.821,34.143,44.706,46.525,75.381,33.063,29.431,17.102,22.179,36.646,38.347,41.936,48.843,52.674,44.214,32.441,32.175,43.198,33.974,41.513,73.033,66.379,51.565,44.087
"ENSG00000048991",21.699,22.977,9.801,15.323,24.888,14.768,17.6,13.344,17.039,24.96,17.439,11.789,12.564,23.703,3.323,2.325,20.491,17.22,3.79,6.214,5.478,4.679,3.385,3.193,4.044,4.841,9.133,3.711,3.651,5.176,5.992,9.771,5.277
"ENSG00000049089",1.947,3.393,10.167,0.567,11.701,45.344,7.797,12.083,4.851,2.333,1.312,2.461,5.278,7.789,7.303,0.524,4.049,41.526,2.721,4.909,4.228,7.325,0.223,3.326,1.485,7.876,0.042,1.007,0.394,10.882,3.568,26.609,6.996
"ENSG00000049130",2.537,20.315,0.394,5.006,1.982,7.576,4.242,11.532,7.242,2.115,0.014,23.619,10.413,9.945,9.602,0.851,14.636,2.309,11.414,9.457,6.92,20.255,3.018,23.32,8.851,2.092,2.131,2.898,4.043,10.149,7.013,7.523,2.09
"ENSG00000049167",3.333,3.68,2.087,2.631,6.518,6.393,8.378,4.658,6.337,5.21,5.385,4.131,5.074,4.178,3.585,1.543,4.682,3.205,1.605,3.103,2.736,3.696,1.72,2.336,2.518,2.27,2.234,2.352,1.978,1.882,2.686,3.476,2.78
"ENSG00000049192",0.528,0.278,15.37,0.385,2.36,1.582,1.665,3.397,0.851,0.803,0.794,3.38,4.869,7.399,0.601,0.078,1.829,0.357,0.697,0.928,0.644,0.294,0.303,0.412,0.891,0.164,0.076,0.208,0.4,0.323,0.151,0.791,1.892
"ENSG00000049239",4.591,1.487,7.268,24.626,14.526,10.276,9.551,10.554,4.068,6.222,10.966,13.56,16.993,8.827,7.206,20.064,6.097,9.454,18.473,26.125,36.484,12.99,13.456,31.546,90.184,26.083,19.81,31.387,11.211,24.935,30.384,22.817,19.131
"ENSG00000049245",23.297,34.188,65.276,113.284,48.557,28.549,29.574,57.985,29.601,18.165,35.273,26.286,33.366,87.613,143.302,41.146,17.487,52.158,46.429,51.791,55.349,80.172,40.849,42.22,51.62,20.074,41.227,48.182,40.706,40.39,40.154,44.159,47.234
"ENSG00000049246",3.476,2.092,0.961,1.441,4.592,2.504,5.486,2.591,5.587,6.726,1.537,11.103,12.552,7.156,3.794,5.094,6.102,8.643,12.67,2.693,1.322,3.968,3.828,12.016,16.145,8.965,1.286,9.738,5.083,3.624,3.538,4.092,3.594
"ENSG00000049247",0.018,0.037,0,0,0.003,0.012,0.004,0.114,0.034,0.034,1.196,0.804,1.037,1.396,0.385,0.366,0.015,0.03,0.068,2.069,1.056,0.196,0.004,0.961,0.081,0,0.006,0.06,0.047,0.081,0.113,1.687,0.127
"ENSG00000049249",0.006,0.057,0.051,0.079,0.004,0.034,0.063,0.55,0.027,0.017,0.037,0.038,0,0.004,0,0.14,0,0,0.028,0.22,0.216,0.17,0.032,0.378,0.039,0.343,0.011,0.06,0.025,1.623,0.147,10.136,7.257
"ENSG00000049283",2.343,1.531,5.731,0.005,0.035,0.049,0.07,0.006,0.499,1.943,0.005,0.025,0.006,23.188,2.934,0,0.101,0.168,23.77,1.104,1.795,56.816,5.689,1.395,3.143,23.998,0.004,11.29,4.675,12.147,12.223,2.658,0.037
"ENSG00000049323",18.173,9.137,16.856,57.223,34.785,19.426,15.667,35.03,8.47,16.453,1.603,43.763,57.369,2.652,103.883,8.215,21.904,3.585,29.549,11.413,4.945,12.03,27.713,8.01,30.987,2.148,3.832,41.746,27.622,14.46,9.428,10.174,5.89
"ENSG00000049449",46.953,35.095,63.108,123.124,49.045,40.271,50.033,53.271,30.05,28.349,18.862,8.836,9.284,13.165,18.766,22.134,12.089,7.277,16.276,17.218,14.81,10.358,8.142,30.194,25.594,15.355,6.97,9.363,15.252,11.568,24.139,21.258,11.142
"ENSG00000049540",2.172,0.479,1.177,0.046,1.429,39.37,0.826,4.226,0.733,3.654,12.03,3.68,1.496,0,165.642,3.785,6.208,4.268,44.025,16.099,8.123,20.623,24.114,35.72,18.845,83.971,5.998,34.576,50.819,14.534,41.666,16.13,34.852
"ENSG00000049541",29.307,41.958,13.902,8.539,29.165,25.493,33.993,19.294,46.351,34.44,20.637,24.236,17.811,28.452,12.084,13.969,21.487,9.259,14.91,9.059,12.506,29.741,11.125,16.075,14.993,9.653,13.864,6.88,12.491,18.767,17.901,14.773,19.532
"ENSG00000049618",8.587,15.23,11.421,9.363,12.564,13.153,14.397,12.414,13.529,18.505,20.719,13.069,13.406,8.301,5.139,3.051,38.047,7.188,8.591,10.833,10.156,6.238,6.999,4.609,13.746,8.5,8.77,6.302,4.722,8.973,8.64,8.864,11.091
"ENSG00000049656",20.447,23.311,20.46,16.094,14.727,17.724,17.28,17.419,22.7,22.617,12.045,18.637,18.553,28.223,23.257,18.959,9.133,12.999,13.296,17.776,19.455,30.118,19.669,29.886,14.863,21.564,14.671,12.403,19.963,24.241,31.477,19.073,20.63
"ENSG00000049759",17.804,21.366,21.376,2.192,13.543,11.992,10.304,4.022,11.768,17.399,3.017,18.846,19.522,17.517,7.067,2.9,88.179,13.994,4.298,24.831,29.299,23.768,7.233,27.461,4.825,11.935,5.054,11.831,5.002,16.44,11.492,2.648,2.882
"ENSG00000049768",0.23,0.285,0.072,0.045,0.208,0.195,0.346,0.101,0.239,0.65,0.659,0.329,0.359,0.371,0.03,0.417,0.3,0.538,0.452,0.595,0.413,0.15,0.06,0.177,0.278,0.079,0.028,0.052,0.045,2.404,0.3,5.2,0.644
"ENSG00000049769",1.732,1.426,1.188,0.752,7.094,3.354,4.47,2.064,3.022,2.899,2.094,3.081,3.771,0.698,2.148,0.698,3.886,11.85,3.622,1.793,1.053,1.83,17.071,1.579,4.887,3.295,16.77,18.147,16.262,1.638,2.306,2.552,3.589
"ENSG00000049860",30.186,12.185,18.242,99.217,21.742,9.699,11.213,23.021,12.893,14.456,25.996,13.051,9.568,23.561,34.992,36.584,3.368,6.236,15.196,65.283,130.65,21.569,17.745,27.159,25.006,18.101,8.37,13.293,18.042,22.006,28.984,15.672,14.321
"ENSG00000049883",4.299,3.734,2.797,2.446,3.394,3.133,5.529,3.174,4.927,4.045,4.568,3.181,2.888,5.21,2.374,2.747,1.839,2.416,1.844,2.738,2.648,1.922,3.301,1.222,2.252,0.964,5.801,4.047,2.432,1.977,2.67,2.24,1.446
"ENSG00000050030",0.101,0.059,0.02,0,0.446,0.6,0.296,0.074,0.217,0.199,0.021,2.17,1.6,0.008,0.126,0.011,2.925,2.087,0.308,0.564,0.302,0.45,0.01,0.11,0.167,0.336,0.017,0.01,0.01,0.169,0.14,0.076,0.112
"ENSG00000050130",20.589,17.53,12.064,23.588,24.201,22.832,22.322,17.652,15.684,20.192,20.026,13.765,18.476,16.778,10.773,13.692,13.209,10.253,8.094,17.516,16.004,7.894,13.121,11.561,14.767,7.549,12.994,12.646,13.786,10.216,12.562,22.339,11.766
"ENSG00000050165",7.261,7.624,14.875,270.902,7.197,16.788,4.028,31.287,6.722,11.564,0.001,38.63,28.798,64.995,238.781,2.167,39.132,82.006,19.316,7.856,2.271,18.793,74.396,19.115,21.555,1.835,1.285,867.784,64.623,6.162,13.436,4.677,6.414
"ENSG00000050327",11.877,11.38,9.05,2.187,1.21,2.25,1.45,1.044,7.401,12.082,5.283,0.008,0.02,30.669,5.451,3.366,0.652,0.553,9.351,18.775,19.765,9.724,0.371,4.623,2.814,12.706,0.098,1.602,0.438,19.923,10.211,3.605,1.816
"ENSG00000050344",118.214,25.121,91.171,11.368,2.781,7.039,2.711,9.907,43.39,39.008,16.759,0.195,0.527,4.569,1.324,1.195,0.184,0.384,1.756,7.341,7.374,2.856,1.022,2.611,1.179,2.664,0.439,0.719,1.594,8.663,8.765,7.533,3.773
"ENSG00000050393",20.506,32.258,29.015,15.985,21.938,15.074,17.385,17.956,23.468,13.536,12.739,15.658,15.443,11.97,35.648,21.87,6.595,16.955,32.836,16.345,22.227,25.181,26.624,45.659,7.06,20.256,25.82,22.172,37.108,17.95,22.617,17.727,15.013
"ENSG00000050405",29.64,49.061,63.44,33.678,14.145,8.874,8.784,15.955,14.966,16.559,15.436,44.856,46.803,181.438,26.275,5.509,10.651,8.504,14.568,67.704,78.567,24.727,5.43,19.875,14.593,14.589,3.59,9.002,8.934,49.481,45.727,54.443,24.143
"ENSG00000050426",7.869,3.683,3.791,5.917,7.569,5.312,9.057,6.029,4.732,6.31,26.208,5.506,7.234,7.479,15.143,14.01,10.489,14.049,12.162,28.142,27.536,15.118,5.901,16.725,23.491,19.847,7.971,8.236,6.698,13.939,17.813,20.307,15.862
"ENSG00000050438",1.309,0.445,15.261,0.772,2.536,5.524,3.051,2.165,2.224,4.337,1.996,2.984,3.978,0.176,0.532,0.047,5.021,3.987,0.047,1.339,0.522,0.148,0.031,0.399,0.665,0.798,0.006,0.012,0.028,0.29,0.186,0.389,0.435
"ENSG00000050555",10.408,9.979,0.07,0.344,0.022,3.413,0.17,6.196,4.23,8.743,0.083,0.094,0.085,0.008,0.428,1.065,0.686,1.998,6.997,0.255,0.165,0.702,0.277,8.295,1.958,3.004,0.12,0.596,0.265,0.444,0.104,0.56,8.173
"ENSG00000050628",0.266,0.233,0.388,0.008,0.05,0.038,0.035,0.182,0.057,0.277,0.454,0.004,0.005,0.002,10.139,0.075,0.073,0.62,2.227,2.872,0.655,9.887,0.817,0.46,0.751,1.922,0.139,0.687,0.643,1.387,1.093,0.85,0.142
"ENSG00000050730",0.018,0.111,0.077,0.063,0.003,0.016,0.003,0.097,0.02,0.008,0.007,0,0,0.023,0.426,0.054,0.008,0.672,0.033,0.059,0.108,0.103,0.021,0.826,0.029,0.007,0,0,0.012,8.156,0.1,1.16,0.255
"ENSG00000050748",8.197,10.788,10.89,9.137,7.471,8.195,6.869,10.611,9.145,8.987,9.233,5.733,5.771,8.129,11.813,4.867,6.948,11.725,5.769,7.577,7.606,11.741,8.428,7.682,6.296,7.675,12.757,10.474,7.689,8.331,8.064,6.91,7.389
"ENSG00000050767",8.117,0.382,0.546,0.312,0.719,5.368,2.354,3.937,2.698,5.088,0.229,42.533,9.382,0.072,0.1,0.271,0.056,1.762,0.615,4.103,1.557,0.516,5.519,0.896,0.121,0.33,0.438,1.826,7.41,0.582,0.954,1.731,1.682
"ENSG00000050820",28.678,39.57,58.998,54.178,16.155,14.173,13.155,36.135,21.167,20.623,0,23.227,21.46,26.374,22.497,4.831,24.448,9.021,17.42,17.246,17.971,41.244,39.722,24.757,18.872,56.636,42.337,30.86,40.406,36.632,29.953,7.805,43.831
"ENSG00000051009",6.417,6.665,23.278,5.725,9.146,9.541,12.644,5.872,6.771,7.245,9.616,10.222,12.318,8.358,6.296,10.983,13.711,6.383,14.463,34.627,34.24,8.969,11.019,18.584,22.052,41.856,9.915,8.128,10.053,31.94,26.125,21.38,14.487
"ENSG00000051108",11.626,15.925,145.31,52.365,8.167,19.2,10.591,41.052,13.143,11.099,51.124,12.945,10.313,129.022,49.857,126.693,22.835,29.076,35.481,38.208,48.059,59.557,105.27,56.136,171.191,86.312,68.935,72.75,99.429,70.109,88.252,71.712,79.575
"ENSG00000051128",11.87,1.674,11.972,21.544,25.852,20.46,20.928,20.132,17.443,6.187,0.826,38.523,67.957,48.707,24.285,2,24.295,11.74,9.175,4.524,3.809,22.801,12.439,24.063,14.68,21.522,37.257,12.505,14.122,2.988,4.869,18.703,173.864
